"IoTNumb3rs Datenerfassung",,,,,,,,,,
,,,,,,,,,,
URL,home_url,filename,device_class,device_count,market_class,market_volume,prognosis_year,publication_year,authorship_class,"Dropbox folder"
https://www.gsma.com/iot/wp-content/uploads/2016/09/IoT-Security-infographic-website-header.png,https://www.gsma.com/iot/iot-security-industry-statistics/,file11_IoT-Security-infographic-website-header.png,,,"invest.(IoT security)",195000000000,2019,2016,,JinlinHolic/20181123-1800
