"IoTNumb3rs Datenerfassung",,,,,,,,,,
,,,,,,,,,,
URL,home_url,filename,device_class,device_count,market_class,market_volume,prognosis_year,publication_year,authorship_class,"Dropbox folder"
https://biztechmagazine.com/sites/default/files/uploads/IoT%20FinnTalk.jpg,https://biztechmagazine.com/article/2015/07/how-expanding-iot-will-impact-financial-services-infographic,file4_IoT20FinnTalk.jpg,"Generic IoT",25000000000,,,2020,,editor,JinlinHolic/20181126-0000
