"IoTNumb3rs Datenerfassung",,,,,,,,,,
,,,,,,,,,,
URL,home_url,filename,device_class,device_count,market_class,market_volume,prognosis_year,publication_year,authorship_class,"Dropbox folder"
https://i.pinimg.com/564x/9d/be/0b/9dbe0b193446a10dfb9bb40e5ca1f2de.jpg,https://erm-academy.org/publication/infographics,file9_9dbe0b193446a10dfb9bb40e5ca1f2de.jpg,,,,,,,,JinlinHolic/20190113-1200
