"IoTNumb3rs Datenerfassung",,,,,,,,,,
,,,,,,,,,,
URL,home_url,filename,device_class,device_count,market_class,market_volume,prognosis_year,publication_year,authorship_class,"Dropbox folder"
http://community.plm.automation.siemens.com/legacyfs/online/siemensplm_blogs/2015/12/Infographic.png,https://community.plm.automation.siemens.com/t5/Polarion-Blog/White-Paper-Testing-the-Internet-of-Things-IoT/ba-p/381020,file8_Infographic.png,"Generic IoT",500000000000,,,2025,2015,blogger,JinlinHolic/20181123-0000
