"IoTNumb3rs Datenerfassung",,,,,,,,,,,
,,,,,,,,,,,
URL,home_url,filename,device_class,device_count,market_class,market_volume,prognosis_year,publication_year,authorship_class,"Dropbox folder",
https://i.pinimg.com/564x/d5/af/fc/d5affc5947a3ff8f7a5cfcf47149888f.jpg,https://www.pinterest.de/pin/183662491034764756/,file3_d5affc5947a3ff8f7a5cfcf47149888f.jpg,,,,,,,,marielledemuth/20181124-1500,N/A
