"IoTNumb3rs Datenerfassung",,,,,,,,,,,
,,,,,,,,,,,
URL,home_url,filename,device_class,device_count,market_class,market_volume,prognosis_year,publication_year,authorship_class,"Dropbox folder",
https://i.pinimg.com/564x/86/f7/64/86f764bce91e5543927509587c3881ce.jpg,https://www.loxone.com/enus/smart-home/,file4_86f764bce91e5543927509587c3881ce.jpg,,,,,,,,marielledemuth/20181123-1805,N/A
