"IoTNumb3rs Datenerfassung",,,,,,,,,,,
,,,,,,,,,,,
URL,home_url,filename,device_class,device_count,market_class,market_volume,prognosis_year,publication_year,authorship_class,"Dropbox folder",
http://samsungbusiness.economist.com/wp-content/uploads/sites/13/2016/03/future-proofing-the-iot-infographic.jpg,http://samsungbusiness.economist.com/future-proofing-the-iot/,file3_future-proofing-the-iot-infographic.jpg,,,,,,,,marielledemuth/20181118-1200,N/A
