"IoTNumb3rs Datenerfassung",,,,,,,,,,,
,,,,,,,,,,,
URL,home_url,filename,device_class,device_count,market_class,market_volume,prognosis_year,publication_year,authorship_class,"Dropbox folder",
https://i.pinimg.com/originals/3e/e6/2f/3ee62f4226b1c9f795887e7276c05769.png,https://www.pinterest.de/pin/860187597552625323/,file5_3ee62f4226b1c9f795887e7276c05769.png,,,,,,,,marielledemuth/20181124-1200,N/A
