"IoTNumb3rs Datenerfassung",,,,,,,,,,,
,,,,,,,,,,,
URL,home_url,filename,device_class,device_count,market_class,market_volume,prognosis_year,publication_year,authorship_class,"Dropbox folder",
http://2045253e14zf1be2pd2k25gh.wpengine.netdna-cdn.com/wp-content/uploads/2013/09/wearable-tech-infographic.jpg,http://mhealthwatch.com/infographic-the-rise-of-wearable-technology-21642/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+mHealthWatch+(mHealthWatch),file7_wearable-tech-infographic.jpg,,,,,,,,marielledemuth/20181123-1805,N/A
